Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,total_clean,.default
barr,2012,6-Jun-12,brw8,b10,NA,NA,100,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,b12,NA,55,45,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,b2,NA,90,10,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,b4,NA,25,75,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,b6,NA,30,70,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,b8,NA,35,65,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,d10,NA,15,85,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,d12,NA,NA,100,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,d2,NA,35,65,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,d4,NA,45,55,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,d6,NA,10,90,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,d8,NA,15,85,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,f10,NA,NA,100,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,f12,NA,60,40,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,f2,NA,40,60,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,f4,NA,70,30,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,f6,NA,15,85,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,f8,NA,40,60,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,h10,NA,25,75,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,h12,NA,70,30,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,h2,NA,85,15,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,h4,NA,85,15,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,h6,NA,20,80,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,h8,NA,15,85,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,j10,NA,15,85,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,j12,NA,30,70,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,j2,NA,45,55,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,j4,NA,50,50,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,j6,NA,35,65,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,j8,NA,20,80,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,l10,NA,35,65,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,l12,NA,30,70,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,l2,NA,15,85,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,l4,NA,25,75,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,l6,NA,5,95,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw8,l8,NA,10,90,100,mmcconnell,NA,100,NA
barr,2012,6-Jun-12,brw3,b10,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,b12,40,NA,60,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,b2,80,NA,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,b4,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,b6,70,NA,30,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,b8,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,d10,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,d12,30,50,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,d2,80,NA,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,d4,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,d6,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,d8,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,f10,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,f12,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,f2,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,f4,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,f6,60,NA,40,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,f8,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,h10,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,h12,75,10,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,h2,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,h4,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,h6,50,NA,50,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,h8,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,j10,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,j12,20,65,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,j2,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,j4,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,j6,80,NA,20,100,pherzog,0,100,NA
barr,2012,6-Jun-12,brw3,j8,60,5,35,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,l10,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,l12,90,NA,10,100,pherzog,data collection error,100,NA
barr,2012,6-Jun-12,brw3,l2,95,5,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,l4,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,l6,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw3,l8,75,NA,25,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,b10,65,NA,35,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,b12,60,NA,40,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,b2,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,b4,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,b6,95,NA,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,b8,80,NA,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,d10,60,NA,40,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,d12,95,5,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,d2,90,10,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,d4,80,NA,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,d6,40,NA,60,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,d8,60,NA,40,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,f10,40,NA,60,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,f12,75,NA,25,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,f2,100,NA,NA,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,f4,85,NA,15,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,f6,70,NA,30,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,f8,60,NA,40,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,h10,85,10,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,h12,25,NA,75,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,h2,65,NA,35,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,h4,75,NA,25,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,h6,70,NA,30,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,h8,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,j10,80,NA,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,j12,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,j2,40,NA,60,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,j4,80,NA,20,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,j6,55,NA,45,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,j8,60,NA,40,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,l10,85,5,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,l12,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,l2,80,15,5,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,l4,90,NA,10,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,l6,70,NA,30,100,pherzog,NA,100,NA
barr,2012,6-Jun-12,brw5,l8,75,NA,25,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw6,b10,10,5,85,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,b12,50,NA,50,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,b2,45,10,45,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,b4,50,NA,50,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,b6,100,NA,NA,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,b8,65,NA,35,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,d10,25,NA,75,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,d12,10,NA,90,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,d2,NA,10,90,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,d4,NA,5,95,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,d6,95,5,NA,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,d8,90,NA,10,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,f10,40,NA,60,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,f12,40,NA,60,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,f2,NA,15,85,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,f4,NA,10,90,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,f6,10,5,85,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,f8,90,NA,10,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,h10,90,NA,10,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,h12,5,5,90,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,h2,NA,5,95,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,h4,NA,20,80,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,h6,NA,10,90,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,h8,45,NA,55,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,j10,100,NA,NA,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,j12,10,10,80,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,j2,NA,NA,NA,.,bverheijen,NA,NA,NA
barr,2012,8-Jun-12,brw6,j4,NA,NA,NA,.,bverheijen,NA,NA,NA
barr,2012,8-Jun-12,brw6,j6,NA,NA,NA,.,bverheijen,NA,NA,NA
barr,2012,8-Jun-12,brw6,j8,10,5,85,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,l10,90,NA,10,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,l12,20,NA,80,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw6,l2,NA,NA,NA,.,bverheijen,NA,NA,NA
barr,2012,8-Jun-12,brw6,l4,NA,NA,NA,.,bverheijen,NA,NA,NA
barr,2012,8-Jun-12,brw6,l6,NA,NA,NA,.,bverheijen,NA,NA,NA
barr,2012,8-Jun-12,brw6,l8,40,5,55,100,bverheijen,NA,100,NA
barr,2012,8-Jun-12,brw3,b10,80,10,10,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,b12,20,30,50,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,b2,70,NA,30,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,b4,65,NA,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,b6,70,5,25,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,b8,70,NA,30,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,d10,70,20,10,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,d12,55,5,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,d2,65,NA,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,d4,65,NA,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,d6,55,NA,45,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,d8,80,5,15,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,f10,65,15,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,f12,60,20,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,f2,70,15,15,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,f4,80,NA,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,f6,30,NA,70,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,f8,70,NA,30,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,h10,80,5,15,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,h12,50,5,45,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,h2,45,45,10,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,h4,80,NA,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,h6,30,10,60,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,h8,75,5,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,j10,50,5,45,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,j12,55,5,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,j2,15,85,NA,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,j4,80,NA,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,j6,35,5,60,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,j8,35,15,50,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,l10,45,NA,55,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,l12,65,5,30,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,l2,5,95,NA,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,l4,70,5,25,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,l6,50,NA,50,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw3,l8,55,5,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,b10,60,NA,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,b12,35,5,60,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,b2,10,90,NA,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,b4,75,5,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,b6,80,5,15,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,b8,60,5,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,d10,25,10,65,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,d12,65,25,10,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,d2,40,20,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,d4,50,5,45,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,d6,20,5,75,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,d8,30,5,65,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,f10,50,5,45,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,f12,50,15,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,f2,5,90,5,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,f4,60,10,30,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,f6,60,NA,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,f8,35,5,60,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,h10,45,45,10,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,h12,15,20,65,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,h2,25,10,65,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,h4,55,5,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,h6,15,35,50,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,h8,55,35,10,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,j10,30,30,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,j12,75,5,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,j2,15,5,80,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,j4,40,25,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,j6,35,15,50,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,j8,35,5,60,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,l10,45,20,35,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,l12,30,30,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,l2,35,45,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,l4,40,40,20,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,l6,15,45,40,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw5,l8,20,5,75,100,mmcconnell,NA,100,NA
barr,2012,8-Jun-12,brw8,b10,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,b12,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,b2,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,b4,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,b6,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,b8,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,d10,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,d12,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,d2,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,d4,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,d6,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,d8,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,f10,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,f12,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,f2,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,f4,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,f6,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,f8,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,h10,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,h12,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,h2,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,h4,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,h6,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,h8,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,j10,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,j12,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,j2,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,j4,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,j6,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,j8,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,l10,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,l12,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,l2,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,l4,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,l6,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw8,l8,NA,NA,NA,.,N/A,NA,NA,NA
barr,2012,8-Jun-12,brw1,b10,70,25,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,b12,75,25,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,b2,90,5,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,b4,70,10,20,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,b6,70,20,10,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,b8,90,5,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,d10,40,60,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,d12,85,10,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,d2,75,20,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,d4,40,40,20,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,d6,50,40,10,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,d8,90,10,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,f10,45,45,10,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,f12,10,75,15,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,f2,75,20,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,f4,70,20,10,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,f6,50,40,10,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,f8,40,55,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,h10,60,35,5,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,h12,40,20,40,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,h2,85,NA,15,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,h4,90,10,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,h6,80,5,15,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,h8,60,40,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,j10,20,80,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,j12,25,75,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,j2,70,10,20,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,j4,60,10,30,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,j6,65,25,10,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,j8,25,75,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,l10,40,60,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,l12,10,90,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,l2,30,NA,70,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,l4,75,10,15,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,l6,70,15,15,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw1,l8,30,70,NA,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,b10,50,NA,50,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,b12,40,NA,60,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,b2,75,5,20,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,b4,20,5,75,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,b6,10,10,80,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,b8,30,NA,70,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,d10,30,NA,70,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,d12,25,5,70,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,d2,10,10,80,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,d4,30,5,65,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,d6,15,10,75,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,d8,5,10,85,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,f10,20,NA,80,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,f12,60,NA,40,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,f2,40,20,40,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,f4,60,10,30,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,f6,40,5,55,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,f8,5,20,75,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,h10,60,NA,40,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,h12,75,5,20,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,h2,65,10,25,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,h4,25,15,60,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,h6,15,20,65,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,h8,5,30,65,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,j10,20,NA,80,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,j12,5,5,90,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,j2,80,NA,20,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,j4,10,5,85,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,j6,10,10,80,100,pherzog,NA,100,NA
barr,2012,8-Jun-12,brw2,j8,40,NA,60,100,pherzog,NA,100,NA
